Date,Time,Action,Description,Location,Agency,Service Type,Product,Amount,Balance
Sep-22-2024,04:48 PM,Usage,Pass Use On Exit,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-22-2024,04:39 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-21-2024,10:51 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-21-2024,10:28 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-21-2024,12:18 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-21-2024,12:00 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-20-2024,09:44 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-20-2024,09:28 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-20-2024,08:47 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-20-2024,08:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-19-2024,08:50 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-19-2024,08:24 PM,Usage,Pass Use On Entry,Clareview Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-19-2024,07:53 PM,Usage,Pass Use On Exit,Evergreen Mobile Park Loop,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-19-2024,07:14 PM,Usage,Pass Use On Entry,66 Street & 146 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-19-2024,04:05 PM,Usage,Pass Use On Exit,66 Street & 140 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-19-2024,03:51 PM,Usage,Pass Use On Entry,Belvedere Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-19-2024,03:39 PM,Usage,Pass Use On Exit,Belvedere Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-19-2024,03:14 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-19-2024,07:44 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-19-2024,07:27 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-18-2024,05:46 PM,Usage,Pass Use On Exit,Government Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-18-2024,05:34 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-18-2024,05:12 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-18-2024,04:58 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-18-2024,08:36 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-18-2024,08:17 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-17-2024,08:03 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-17-2024,07:54 PM,Usage,Pass Use On Entry,Belvedere Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-17-2024,07:52 PM,Usage,Pass Use On Exit,Belvedere Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-17-2024,07:43 PM,Usage,Pass Use On Entry,66 Street & 146 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-17-2024,04:52 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,$0.00,
Sep-17-2024,03:03 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-17-2024,07:42 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-17-2024,07:27 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-16-2024,07:20 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-16-2024,07:07 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-16-2024,08:49 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-16-2024,08:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-16-2024,08:33 AM,Sales,Pass Missing Tap Fare,Stadium Station,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Sep-15-2024,08:54 PM,Usage,Pass Use On Entry,RSFS Default Location,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-15-2024,08:27 PM,Usage,ABT Card Use Event,Lewis Farms Transit Centre Bay B,Edmonton Transit Service,ETS Local,,,
Sep-15-2024,06:45 PM,Usage,Pass Use On Exit,134 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-15-2024,06:36 PM,Usage,Pass Use On Entry,109 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-15-2024,03:00 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Sep-15-2024,01:12 PM,Usage,Pass Use On Entry,57 Street & 98 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-15-2024,01:06 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-15-2024,12:48 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-14-2024,11:28 AM,Usage,ABT Card Use Event,RSFS Default Location,Edmonton Transit Service,ETS Local,,,
Sep-13-2024,09:56 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-13-2024,09:39 PM,Usage,Pass Use On Entry,Eaux Claires Transit Centre Bay N,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-13-2024,06:19 PM,Usage,Pass Use On Exit,114 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-13-2024,06:15 PM,Usage,Pass Use On Entry,109 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-13-2024,06:06 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-13-2024,05:58 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-13-2024,04:31 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-13-2024,04:15 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-13-2024,08:55 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-13-2024,08:40 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-12-2024,07:48 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-12-2024,07:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-11-2024,07:36 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-11-2024,07:17 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-11-2024,08:36 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-11-2024,08:22 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-10-2024,08:08 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,$0.00,
Sep-10-2024,06:20 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-10-2024,07:50 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-10-2024,07:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-09-2024,08:23 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,$0.00,
Sep-09-2024,06:35 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-09-2024,10:32 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,$0.00,
Sep-09-2024,08:44 AM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-08-2024,09:13 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-08-2024,08:52 PM,Usage,Pass Use On Entry,St Georges Crescent & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-07-2024,03:22 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-07-2024,02:57 PM,Usage,Pass Use On Entry,Southgate Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-07-2024,10:55 AM,Usage,Pass Use On Exit,Southgate Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-07-2024,10:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-06-2024,08:49 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-06-2024,08:31 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-05-2024,11:24 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Sep-05-2024,09:35 PM,Usage,Pass Use On Entry,142 Street & 101A Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-05-2024,06:03 PM,Usage,Pass Use On Exit,135 Street & 107 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-05-2024,05:57 PM,Usage,Pass Use On Entry,120 Street & 87 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-05-2024,09:46 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Sep-05-2024,07:58 AM,Usage,Pass Use On Entry,RSFS Default Location,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-05-2024,07:58 AM,Sales,Pass Missing Tap Fare,RSFS Default Location,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Sep-05-2024,07:36 AM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-04-2024,04:59 PM,Usage,Pass Use On Exit,135 Street & 107 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-04-2024,04:34 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Sep-04-2024,08:50 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-04-2024,08:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-03-2024,05:06 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-03-2024,04:47 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-03-2024,07:19 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-03-2024,07:03 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-02-2024,04:06 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-02-2024,03:42 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-02-2024,12:31 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Sep-02-2024,12:14 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
