No.;Time;Comment;Scramble;Date;P.1
261;2:37.589;;3Uw' B2 3Fw2 3Rw2 D' F' U 3Uw2 Uw2 R' Bw L' Bw' Lw 3Fw' Fw' Bw' 3Rw D' 3Rw' Fw' Dw2 Rw2 D' U2 Lw' F2 3Uw2 Rw R2 Uw2 Lw' D 3Rw' F' 3Uw' R' F' B L' B' 3Uw' Bw 3Fw 3Rw2 R Lw 3Uw 3Fw R' Dw2 Rw2 D Rw2 3Fw2 Dw2 Uw 3Rw2 Dw' 3Fw Rw2 3Fw' Uw2 U' F' Lw2 3Uw2 Lw D Lw' D' Rw Uw L Fw' R2 Rw' Fw Rw Dw';2024-08-18 23:36:03;2:37.589
262;2:46.391;;B' L' U2 Lw' R' Uw2 L' F' B Rw' R F' B Rw' B2 Dw Fw2 L Dw F2 Lw' 3Rw2 L B L2 Uw' Fw2 L U 3Fw B2 R2 Rw L2 3Uw2 Fw' Uw2 3Fw L' 3Fw' R2 3Rw2 F Bw' U2 3Fw2 F' B L' 3Rw' D2 R' B' L' U' Uw Rw Dw 3Uw Bw 3Fw Uw2 D' F2 Fw' Dw2 R2 Fw 3Uw Uw2 R' Rw' U 3Fw' 3Rw R U Lw' 3Rw D2;2024-08-18 23:39:48;2:46.391
263;2:51.301;;Uw2 3Rw' Lw' Fw2 B D2 3Uw' R Uw2 Bw B' Lw 3Rw2 D2 3Uw2 Uw' L2 Rw' Fw' Bw 3Rw2 Lw' Dw Uw2 3Uw2 Bw Dw2 3Fw2 Uw' L2 Bw' R' 3Uw Fw' D B' 3Fw' R2 Lw2 Bw D2 L2 U Dw 3Fw 3Rw2 Uw2 L2 Fw Uw2 Bw' B' U' Dw2 B Lw 3Fw' B Fw2 Dw2 Rw2 U Bw2 Fw D' Uw Rw L' B2 3Uw2 B' Uw2 3Rw2 Fw 3Rw' Dw' Rw R Lw' B2;2024-08-18 23:44:05;2:51.301
264;2:48.817;;Rw' F2 Fw2 Rw L2 Fw Dw2 B2 3Fw2 L U2 3Fw' F L' Fw2 3Fw2 R Rw 3Uw L' Rw' 3Fw' Bw L D' F2 Dw Bw2 F' 3Uw' 3Rw 3Fw L F' Rw 3Rw Dw' Uw2 3Uw' L Dw 3Rw' F 3Uw F Lw' D' Lw2 R D Uw' R Bw' Lw' Dw2 U B2 Uw' Fw' F' Dw2 U' B2 3Fw 3Uw2 B' Uw2 B' 3Uw' 3Rw' Uw' Rw' U D B 3Rw2 Dw' Uw D' 3Uw';2024-08-19 15:29:21;2:48.817
265;2:32.276;;R' Lw2 F L' B2 Lw2 Dw' Rw2 Fw Dw 3Fw' Dw2 Bw2 R' Dw2 3Uw' Bw' 3Uw' Uw B Fw 3Uw' U B2 3Fw' Bw2 3Uw2 D2 R' Rw Fw2 Rw' U2 Fw2 3Uw B' L2 Lw2 3Fw 3Rw2 L F 3Rw2 Uw Lw2 D 3Uw' F Uw2 3Uw2 D2 3Fw Rw' Uw2 B2 3Rw2 Lw U' Rw2 L2 B' 3Fw Rw 3Fw2 Rw 3Fw' D' U' Lw 3Fw' U2 B' L Fw D' 3Uw2 Uw' Fw Bw Uw;2024-08-19 15:36:48;2:32.276
266;2:54.807;;3Fw2 3Uw R U D F' L2 Lw' Rw2 U2 3Rw' R2 3Fw2 Bw' Dw' R' B2 F' 3Uw2 D' 3Rw L' Rw2 F L2 D' 3Rw Uw' Dw L D' Rw' B2 U2 3Rw2 Lw' R' U2 Lw2 R' Dw2 3Uw' B Uw 3Uw2 Bw Dw Bw' Dw2 Rw' 3Uw2 Bw2 F' 3Rw D' 3Uw Uw' Lw Uw R' Dw2 Uw R' 3Rw2 B' Dw2 L' U' L2 Fw2 Dw2 3Fw' F' L' F R2 D' Lw 3Rw' Dw2;2024-08-19 18:32:18;2:54.807
267;2:21.847;;Lw2 Fw2 3Uw' L Dw2 D' Bw2 3Uw2 B2 Dw D' 3Rw' Fw' Dw' D' R2 Lw2 F Rw2 U2 Bw L Uw2 U2 3Uw' D B' 3Uw' L2 3Rw2 3Fw2 Fw2 Bw Rw' Fw' 3Uw Rw' Bw2 L' Rw2 Dw2 F2 Uw Dw2 3Rw2 Uw Fw2 Lw' L2 Rw2 Dw2 Fw' 3Uw Fw2 R2 Dw2 Bw' 3Fw 3Rw 3Uw' R2 L2 Dw2 3Uw2 Fw U' 3Uw' R2 B' Bw D2 3Rw' B2 Fw Uw' Fw' Bw2 L 3Fw L';2024-08-19 18:45:14;2:21.847
268;2:34.592;;B2 3Rw' R' Uw Bw B Uw' R 3Uw2 L' 3Uw2 F Lw2 U2 D2 L 3Rw' Rw' R 3Fw D' U' Uw 3Uw2 L' 3Rw' D 3Rw' L Uw' Lw' D2 Uw2 Dw2 B' Uw' 3Rw2 Rw2 Lw F2 D2 L2 D2 L' Fw2 L' Uw 3Uw F' R' U2 L' F2 Dw Bw' Rw2 3Uw 3Fw' Lw 3Rw2 3Uw2 F2 3Fw 3Rw' Lw2 R Fw' Dw2 Lw L2 3Rw Bw' Dw2 Fw' U2 Lw L2 3Uw Rw2 Fw;2024-08-19 18:53:20;2:34.592
269;2:36.671;;3Uw F' Bw Fw2 L 3Rw' 3Uw Fw L' B2 U 3Uw' L' Rw Fw Lw2 Bw Fw Uw2 R2 L2 3Rw 3Uw' 3Rw2 Rw R' 3Uw2 D' Fw D' Bw2 B 3Fw2 F R 3Fw' Uw Rw' L2 R' 3Uw' Fw2 3Rw' D' F2 Fw2 L 3Fw 3Rw Rw' Bw2 R2 D2 Fw2 U2 Lw' Uw2 Rw U' 3Uw Fw2 Uw2 R' Bw2 Dw D2 B2 R' Lw2 Rw' 3Fw2 Fw2 Rw U' B' Fw Bw2 Uw 3Uw' L;2024-08-19 18:57:51;2:36.671
270;2:37.294;;R 3Fw 3Rw' Bw' 3Uw Fw' 3Uw' Uw' 3Rw B2 Rw D' Bw2 D2 Bw2 Uw' Lw Bw2 Uw' D2 3Fw' Uw2 Dw 3Rw2 U' F D Dw' 3Uw2 Bw2 Dw2 L' 3Uw2 U Rw Lw Dw Bw2 3Uw2 3Fw R2 L Bw2 R 3Uw2 L2 Uw' L2 Bw Lw Uw' Lw2 3Uw' B' Dw Fw' Dw2 Bw L2 D Dw' U' Rw L 3Uw2 F' Rw2 B Uw' 3Uw Lw' F' B Dw2 3Rw2 D 3Rw Uw2 3Uw2 U';2024-08-19 19:12:20;2:37.294
271;2:52.355;;Bw L2 Lw Uw2 3Rw2 L2 Uw' D B' R2 B2 U2 Dw' F' L Lw 3Rw2 Uw' Dw' 3Fw 3Rw 3Fw2 Uw Bw2 Uw' Dw' Rw Uw2 B2 3Fw2 Bw' Fw2 L' R' Rw F Rw' D' L2 D L2 U 3Fw' Dw F U2 3Rw2 F Uw Rw Dw 3Uw 3Rw2 3Uw' Dw B' U F Lw' 3Rw F Bw' U F' 3Rw Rw Dw2 R Bw2 U Rw2 Dw2 3Rw Dw U Uw Lw Uw2 Dw2 U2;2024-08-19 19:20:18;2:52.355
272;2:44.901;;Uw' U2 D Rw2 F2 Rw Lw2 Bw2 Dw' D Bw2 U' Lw' 3Rw F' Uw' 3Fw' B' Dw' Uw2 R2 3Rw2 Dw2 3Rw B2 3Fw 3Uw Lw' D Lw U Uw' B2 Uw Rw2 Lw' Uw R L2 Dw Rw Lw' Fw2 L Fw' U B' Uw2 U R' 3Fw2 Lw2 Bw2 F' Lw2 B2 3Fw2 Lw2 D R L2 3Uw' 3Rw U' Uw D2 Lw2 Dw' Fw Uw R2 3Fw2 F Fw L' B' R' Lw D U;2024-08-19 19:29:57;2:44.901
273;3:00.840;;3Uw2 U' Dw Lw2 Fw' D2 Uw' 3Fw' U Uw' Dw 3Fw' D2 Fw 3Fw' 3Uw2 Bw2 Fw2 3Fw U2 D Bw2 Uw' L2 Lw2 3Uw2 D2 Dw Bw Dw' D' R' F' R2 Lw2 Rw' Dw2 Uw' Fw2 D L' 3Fw' Uw D Dw' Rw2 U2 3Uw2 Uw' 3Fw2 Rw' F' Uw 3Rw2 Uw' 3Rw2 F' 3Fw2 Fw Uw' Dw Rw2 Uw2 F 3Uw' D2 L2 3Rw' Fw2 Rw2 Uw' F2 3Fw' Lw2 U2 F U Bw' U2 L;2024-08-19 19:35:50;3:00.840
274;2:36.132;;Bw' Dw2 F' 3Uw2 Bw2 L 3Rw' R Bw Uw 3Uw2 Dw' 3Fw' F L' D Dw 3Rw' R Uw L2 R Fw 3Rw2 R Dw2 F' 3Fw R2 D' 3Uw2 F' Rw B2 Lw2 Uw D' U' F U Uw Dw' 3Rw2 L2 R' D2 L' 3Uw F2 R' Fw' F2 Lw2 U Bw' 3Uw F' D Bw2 Uw Lw' Fw Lw 3Uw2 Dw' 3Rw' U' Rw Fw' Bw2 Lw 3Uw2 3Rw' Lw 3Uw R' Uw R' 3Fw' Fw;2024-08-19 19:39:59;2:36.132
275;2:36.327;;Uw B' Dw Uw2 B' U2 Dw2 F' L2 D' L2 3Rw D R 3Rw' 3Fw' Bw' Rw D Lw Uw2 3Fw Uw L2 D R 3Fw2 Rw2 R2 Fw2 Dw2 3Rw Lw2 3Fw2 F Fw2 U' Uw2 F' B' Rw' Lw F 3Fw B2 Rw2 R' Dw U2 Lw' 3Uw' L Bw2 Dw2 Uw' F Dw2 B2 D' F 3Fw2 Rw Lw' F2 Uw' B F' L' R2 U' D' Fw' R2 Dw' F D2 Dw Fw' Rw' Fw2;2024-08-19 19:43:41;2:36.327
276;2:35.988;;3Uw2 F2 Lw2 R' Bw Fw2 F Dw2 3Uw B' L2 Uw' 3Uw' Rw' 3Fw' Rw2 3Uw' Uw' Rw' U2 Bw2 Uw D B2 Bw2 Rw' D' 3Fw2 R 3Rw2 B2 3Uw Lw2 3Uw2 Lw2 R' U' Uw' Fw2 3Rw' U2 Uw Bw2 L' Lw Uw' Lw' 3Fw2 Bw2 Lw' Fw B2 3Uw2 Bw' U Lw2 Bw2 U Dw2 D2 R2 Uw 3Rw' R2 U2 Lw' L2 R U' 3Fw2 3Uw' Rw Dw Lw2 Rw2 3Rw Bw Fw Lw' U';2024-08-19 19:49:46;2:35.988
277;3:01.809;;3Rw' Lw F' R 3Fw2 Lw2 L2 R 3Rw D L Dw' 3Rw' Dw' Lw2 B' D2 F' U Fw' 3Rw' L' Uw2 Rw2 D Fw' F2 Rw2 L' F' B 3Fw2 Rw' 3Rw2 L' R2 3Uw2 D2 Uw Rw' Lw2 Dw2 R2 3Uw Bw2 Uw' D Rw F2 Lw' L' U2 Uw L' Bw2 3Rw' 3Fw B Lw2 R2 3Fw L' B' Uw 3Uw Bw D' Lw L' Fw F' L' D' B' Fw2 Lw 3Rw' D F' Rw2;2024-08-19 19:53:30;3:01.809
278;2:48.239;;B2 R L' D' Bw L 3Uw L' Bw2 Uw2 Fw' D Dw2 Bw2 L F Uw' Dw D2 B Bw R' Rw2 3Fw' 3Rw' Dw L B2 Lw' 3Rw' U' 3Uw' B2 Bw 3Uw' D2 B' R2 3Rw' Fw R2 Uw' Rw F' 3Fw' 3Rw' Uw Dw' D2 3Uw 3Fw2 Bw U2 B' Lw Fw2 Rw' R' 3Uw 3Fw R' Rw' D Uw F2 Lw2 R Bw2 3Fw' D2 R2 3Rw' Rw Fw 3Fw' Bw' Dw' F Fw2 3Rw';2024-08-19 19:58:57;2:48.239
279;2:27.507;;Bw' Uw' Rw Bw2 3Rw' Dw' F Uw2 3Uw Lw2 3Rw U' F2 Dw L' F' Lw' Rw2 3Fw2 Rw2 F' Uw' 3Fw' F2 Uw2 R' B' L Rw2 Bw' B' Uw U D' Dw L2 Rw' 3Fw U' 3Rw 3Fw Lw 3Uw2 Fw Uw D' 3Rw2 R B2 F U' B Rw2 Uw L' 3Fw R2 Bw2 Fw2 B2 Dw F2 Bw' Fw2 Uw2 Lw' Dw' L Dw2 Uw D Bw B 3Rw Dw D Bw' 3Fw L' Rw';2024-08-19 20:03:05;2:27.507
280;2:21.698;;Lw 3Uw2 L Dw2 D L R' Lw' B' Fw2 3Fw' U2 L' D2 F' B Lw' Dw2 D' Rw' Dw2 3Rw D' 3Fw2 Dw' U' Lw' L Rw D 3Uw' B' R Uw U' L' Bw2 R' Uw2 Bw2 B Dw2 Uw 3Uw2 F2 Lw' 3Rw' Fw Dw' Fw' 3Rw F Bw2 R2 3Fw2 Bw 3Rw Bw 3Uw2 D' Uw2 3Fw U D2 R2 Rw2 B2 U Fw2 B' Bw2 Lw Fw' B' D2 Lw Bw' Fw' L' R;2024-08-19 20:12:11;2:21.698
281;2:24.583;;Rw 3Rw2 D2 Uw Dw' L' 3Uw' Dw' Bw D2 U' Lw Dw2 R 3Rw Rw Lw B' R2 U2 L Lw 3Uw Dw' B 3Uw2 3Fw' L B Fw' L' D' Bw' 3Rw Fw' Dw D U 3Fw Dw2 F2 Lw R' Dw' D2 3Uw Lw2 Bw' L' B' Fw2 D Dw' Lw 3Rw2 B D R2 3Rw' B Dw' B Dw Fw2 Lw' 3Uw' Bw R2 Rw2 Dw' Bw2 R 3Uw Fw' 3Uw Rw 3Fw 3Uw' D L;2024-08-19 20:25:16;2:24.583
282;2:30.526;;Uw2 Bw2 B2 F' 3Fw 3Uw2 3Fw 3Uw' 3Fw L' Rw Fw' 3Fw' Dw Uw L R U Bw' Lw' L Dw2 F2 3Fw' Lw Uw' L Dw 3Rw R' Rw Fw' U' R Rw2 L' Bw' L' Fw Rw Uw' F Rw' Bw' Fw2 U2 Dw 3Uw2 R Dw D Uw2 L2 F 3Fw Dw2 Rw F' U L Rw' 3Uw2 D' Uw2 Bw2 R U2 3Fw' 3Rw' 3Fw2 U Bw2 Rw' Lw' Uw' U F 3Uw' Bw R';2024-08-19 20:29:24;2:30.526
283;3:00.481;;B2 3Uw2 U B R 3Uw2 3Fw2 L' B U2 Dw 3Fw2 D' R Dw' Uw2 3Uw2 Fw2 Lw' U' R Uw2 Dw' U B F' Uw' Dw2 F2 Dw2 U Uw F' D' 3Fw Rw L' F Lw2 Rw2 3Rw2 Bw 3Fw' D' Fw2 D2 Bw2 D' 3Rw2 Dw2 3Fw F' 3Rw2 L B Rw2 Fw2 F' 3Uw2 3Rw L Dw Rw' F2 Uw' Dw' R' D2 Lw2 3Uw L D' F' D Dw2 Fw F' L2 F D2;2024-08-19 20:32:46;3:00.481
284;2:22.930;;Uw2 3Rw2 Uw R Rw2 Bw Lw' Uw2 F' U' 3Rw' U' Dw' 3Rw' F 3Fw Bw2 3Uw 3Rw D2 B2 Lw' 3Rw2 R' 3Uw2 Rw2 3Fw' Rw R2 Uw F' Rw 3Fw' R2 Rw D2 Rw2 D Fw 3Uw' F' Bw' Fw' Lw Bw L' Rw2 R' U' D2 Dw' Uw' L B2 Fw' 3Rw' U Dw' F' D2 L Lw Fw2 3Uw2 Fw' D2 Rw2 R' 3Uw Lw2 U Bw2 L2 Lw D2 Uw2 3Fw' Fw2 3Uw Lw';2024-08-19 21:54:20;2:22.930
285;2:55.742;;F2 L U' 3Fw2 B 3Uw' B D Bw2 3Uw' Rw' Fw2 R Lw2 D' Rw' Lw' 3Rw' Fw2 F 3Fw' Uw L' B' Rw2 Uw L2 B2 3Fw2 U Bw 3Fw F 3Uw2 Uw Bw2 Lw Rw' R2 Dw F' 3Rw2 L' Rw' Dw' Rw2 R2 F R2 Dw U D2 Fw' L Uw' 3Uw Fw' B2 D Bw U' 3Rw Bw' Uw2 L' Rw R' 3Uw' Lw R2 L D 3Rw2 F2 Fw 3Rw2 Bw' Dw2 3Uw' L2;2024-08-19 21:57:48;2:55.742
286;2:34.914;;3Uw L2 Lw2 F' R Uw2 3Uw B' D2 3Rw2 Uw' B Uw2 3Uw Lw' 3Rw' Bw' 3Rw2 Lw' F' 3Rw U Bw F B2 3Fw' Uw2 Bw2 Dw2 Bw' D2 Uw 3Uw F2 U L' F' 3Uw Uw F L Lw2 3Rw Rw Dw R2 Lw' 3Fw Bw' Fw' Lw F2 Fw' B' Dw Lw' Bw U2 R' 3Rw2 Lw Dw Fw Lw2 3Uw U2 Bw' Lw R2 3Fw' 3Uw' Lw D' U' L' 3Uw R2 Rw' 3Fw2 B;2024-08-19 22:06:20;2:34.914
287;2:50.720;;D2 Bw2 3Uw2 3Rw2 3Uw' Lw2 Dw' F2 3Rw 3Fw Fw B Uw' 3Fw2 Bw' 3Uw2 Bw' Lw2 Dw F' 3Uw 3Rw2 3Uw' L' R Uw' Fw Dw' Lw 3Fw 3Uw2 3Rw2 F' L' Bw' 3Uw Dw2 Fw2 B2 D' Lw D' B Rw D U2 B' F' Bw2 Fw2 Dw 3Fw L2 Uw 3Uw 3Fw' R' B' Dw2 U B2 3Fw Uw2 Lw 3Rw' Fw2 Lw D2 Rw2 Bw' 3Fw2 3Rw R2 D Rw2 3Uw2 B2 F U2 3Uw;2024-08-19 22:10:05;2:50.720
288;2:31.664;;Rw' Lw L' U' R' 3Rw2 3Fw D2 3Uw Fw D2 F' B 3Fw' D 3Rw' D' Lw2 3Fw' Bw Dw' Bw Rw Bw' 3Fw' Dw Rw2 Lw Dw 3Fw Fw' Rw2 R' Bw2 Uw' Dw R2 Dw2 D' 3Rw 3Fw2 F Lw' Fw B 3Rw L 3Uw Bw' 3Rw R2 L B2 Fw U L 3Uw2 B 3Fw2 3Rw F2 Lw F' B L 3Fw2 U Rw' Lw Fw2 D' Fw2 U' Fw' F' 3Fw' R2 F2 Dw Lw';2024-08-19 22:14:01;2:31.664
289;3:30.112;;Bw' Rw' R' D' R' Fw' D' F R' Dw2 Rw' F D B2 F Dw' R' L 3Uw2 L B2 F Lw2 Fw Dw' 3Rw Rw2 Uw2 U2 Lw' F' 3Rw F' 3Fw2 Uw2 Bw Dw2 3Rw2 L2 Bw2 Rw2 Fw Bw' Uw 3Fw' 3Uw Fw2 L' Dw' Fw' D' 3Uw' Dw2 Bw2 3Uw2 R' B' Fw' Bw' Lw 3Fw2 F D L2 3Fw' Bw2 F' Dw' 3Fw B R' Uw2 D' U2 Lw2 Fw2 F' Dw B2 3Rw';2024-08-19 22:18:54;3:30.112
290;2:26.655;;L Lw' B2 U' Rw' 3Uw' Uw' L2 Lw2 B' 3Fw2 3Rw2 Dw' 3Fw2 Rw F' Dw' U F' Dw2 Fw2 Rw2 Fw2 Uw2 B' R Dw' Lw2 Fw2 Dw2 3Fw2 3Uw' Lw 3Uw' R Dw2 Lw2 3Rw' U2 L Rw' Dw' Rw F2 Rw Bw U Bw Lw 3Rw' 3Fw Uw' B' Dw' 3Uw' F' 3Fw2 U2 3Fw2 Uw2 Lw Dw Fw L Uw' Bw' 3Rw' L2 U' Bw L D Uw2 R2 F R' Uw2 R' Fw 3Fw;2024-08-19 22:23:54;2:26.655
291;2:41.935;;U2 3Fw F Rw 3Fw R' F' R Bw' Fw' R2 3Uw2 Dw' Bw2 3Fw' Fw2 L U 3Uw2 3Rw U' Bw' Rw2 3Uw Rw B2 3Fw F2 3Rw R2 B 3Rw' B2 R2 3Uw2 3Rw' Dw L2 R Lw B' U Rw L D Uw2 L2 3Fw R D' F2 Rw2 Uw' U' Dw D 3Uw' Fw' 3Rw' B' F' 3Rw2 B' Dw2 Lw' Bw2 3Fw2 L' Fw2 Uw2 3Fw B 3Uw 3Fw R Rw' U 3Rw2 3Fw' U2;2024-08-19 22:27:56;2:41.935
292;2:27.430;;D 3Rw2 Rw B Rw2 D Bw' B' Lw D' Uw' Bw L' 3Uw' Bw2 3Uw' D' 3Fw Rw 3Rw Lw Fw' Dw2 3Fw2 Rw' 3Uw2 R' U Bw2 Uw2 3Fw2 Dw' U' 3Rw2 Uw' Dw2 D L Rw' 3Uw2 R U' Rw 3Fw Dw2 3Fw' B' R' Fw2 Uw2 F Rw Fw 3Uw' U' L' R B D' B2 F' 3Fw 3Uw Fw D Fw Lw2 B U2 3Rw' 3Fw2 Lw L' Uw' F Bw2 3Uw' Bw2 L' F2;2024-08-19 22:32:04;2:27.430
293;2:35.497;;U R 3Rw F Rw2 B2 Lw' 3Uw2 Rw2 Bw Dw' U2 Rw F' Rw Dw2 Fw F2 Rw2 3Fw2 U' Rw' L2 F2 Uw2 3Uw2 L' Dw2 3Fw2 3Rw2 R F' Dw' 3Uw Fw' D' 3Fw2 Uw U2 3Uw' Bw 3Fw' 3Uw Uw' U2 3Rw' 3Uw2 U B2 3Fw2 3Uw' R2 Dw Bw' Fw' U' 3Rw2 Rw' R2 B Fw Bw Lw' Fw 3Uw' L2 Fw' Uw2 3Uw F R 3Fw2 B' 3Rw' U2 Fw2 3Fw' 3Rw2 Rw2 L;2024-08-19 22:37:01;2:35.497
294;2:30.218;;Uw R 3Rw' D2 Lw B2 Fw2 3Uw Uw' F 3Rw2 3Fw2 Uw 3Rw2 3Uw' Uw B' Bw2 L' Bw' Uw' Fw2 Rw' 3Fw' Lw' Fw D2 Uw2 Fw2 F U2 Bw Rw D L' Rw2 Fw' Rw2 B 3Uw R2 F U' 3Uw Fw2 Rw' R' L' Lw2 B Fw' R' F2 B 3Fw2 U2 D' Fw2 Dw 3Fw2 3Rw' Rw Lw Bw 3Rw' Lw' D U' B Dw2 3Fw' F' 3Rw' D' L2 B2 Uw2 Rw' L2 U2;2024-08-20 10:37:25;2:30.218
295;2:48.582;;D' Rw2 3Uw B 3Rw' U' 3Rw' L2 Uw2 D U' Lw R2 F' Rw U Dw' D' 3Fw F 3Rw U2 Lw' 3Rw2 Bw2 Dw2 Fw' F' B U2 R' 3Fw Dw2 B2 Fw2 3Uw2 B2 Fw D L2 D2 3Uw U B' 3Fw' F' Dw Uw F' D' Dw U 3Fw2 Rw2 R F' Rw2 3Fw' R' 3Rw' B2 Rw U 3Uw' 3Fw2 D Dw F2 U2 Dw' D2 L2 F Bw' L' U' F2 Fw' Bw' 3Uw';2024-08-20 10:40:46;2:48.582
296;2:51.923;;3Fw2 D2 3Fw' Bw L' Bw Rw2 Fw2 Lw' Rw 3Uw' B2 Dw' U Fw U R2 3Rw 3Uw2 R Uw L 3Uw' U Uw' 3Rw2 D2 Fw L Lw' Uw 3Uw2 3Fw Uw Bw' 3Fw Dw' L Rw 3Uw 3Rw' B2 3Rw2 U Dw2 L2 Fw Dw' B2 Lw2 3Uw' F R 3Fw 3Uw 3Fw F L F' 3Uw2 Fw' U2 L2 U Uw F Lw2 3Uw2 F2 D' Dw' R Rw Lw Dw L 3Fw U' Uw Fw;2024-08-20 10:44:33;2:51.923
297;2:49.914;;3Uw D' Lw R' Fw Bw Rw' U2 L2 3Fw2 B2 Lw Fw2 Lw 3Uw F D2 Rw D' F Dw 3Rw' 3Uw' Bw 3Uw2 3Fw' L' Bw Fw' Dw2 3Rw2 U' Uw' 3Fw' Dw' 3Rw2 Rw L' Uw' U2 3Uw F' 3Fw Rw2 F Dw2 Rw F2 3Rw2 U R2 Lw' Fw 3Fw Bw F' B' Dw2 Lw2 U' Uw 3Fw Uw' F Bw' L2 F2 D2 Fw2 Bw R D' Bw B' F 3Uw2 3Fw Uw' Lw' B';2024-08-20 12:08:37;2:49.914
298;2:50.878;;L 3Rw' Fw 3Uw Fw2 F L 3Rw2 Fw B2 L D Lw2 L 3Fw2 3Rw2 Uw' Rw' R U2 3Uw' R 3Rw2 3Fw2 Dw' Rw2 U' Uw' Rw' R Uw2 3Uw Fw2 B U' Lw Fw' 3Uw2 R F' Fw2 Dw' B' L Uw' R' 3Rw2 Lw' Fw R L2 B2 U2 Lw2 R2 3Fw' U' Fw 3Fw2 Dw2 Rw' Dw' B2 D' U2 Bw2 Lw Fw2 3Rw' Dw D2 F2 3Rw2 3Uw' Uw2 Bw L U 3Rw' D';2024-08-20 12:12:38;2:50.878
299;2:29.513;;U Bw2 U' 3Fw2 Bw U B 3Uw F Bw' L' Dw2 3Uw2 R' Bw Uw2 U2 Fw Uw2 R' L Lw Fw' F2 L Fw' Lw' D2 Rw2 Lw 3Rw' U' F2 B2 Dw' Lw' B' Fw2 3Uw Lw2 R' B2 Dw2 R 3Uw 3Fw Rw F Rw Fw D' 3Uw' Bw' R' U R Uw2 L Fw' R' 3Uw' Uw' R2 U' Uw2 3Fw' R B2 L' Bw2 D2 Uw2 F2 L' Lw' 3Uw D2 L' 3Rw2 Dw';2024-08-20 12:16:28;2:29.513
300;2:59.209;;L Bw2 Uw' L2 Rw F' U' Bw2 3Rw2 Dw F 3Rw Dw2 3Fw2 B' D' U2 Lw2 Bw' Lw2 D' 3Rw Uw B Rw Uw' Dw2 R U 3Uw Bw U R2 Dw2 L' F' D' 3Rw U2 B R2 Uw2 Bw' B Uw' Dw U L 3Rw' F' Uw 3Fw Bw' Fw' 3Rw' L2 Fw2 3Fw2 D' Bw' Rw2 Fw2 D2 B2 3Rw2 U2 Lw2 Bw' R2 B U Uw' R Bw Fw Lw' Dw' U Uw 3Rw;2024-08-20 12:20:01;2:59.209
301;2:37.640;;3Fw' Rw R2 F2 Rw' B Bw' 3Fw2 3Uw 3Fw2 U' 3Rw2 Rw2 Fw2 Dw' Lw2 Bw F' Lw' R' L 3Fw' 3Rw' 3Uw D2 Lw2 U2 B2 Dw2 Uw' R' U2 3Uw2 Lw 3Uw2 Uw R2 Lw' 3Rw F' 3Uw2 Uw2 3Fw' 3Rw' Dw' D' Lw L' Fw' Uw' 3Rw Lw' U2 F2 R2 3Fw' D' 3Fw B U' Rw2 3Fw 3Uw2 Bw' R' 3Fw2 R Rw' Bw2 3Fw Lw' D Rw F2 3Fw' 3Uw L' 3Fw Uw Rw2;2024-08-20 12:23:54;2:37.640
302;2:50.452;;Fw2 R Dw2 B2 L R2 F D Fw Rw B D2 Lw2 Rw2 3Fw2 L2 Dw Rw' D' F Lw2 3Rw' U L' F' Bw 3Rw Bw 3Rw2 3Uw' B' Bw2 Dw2 D' U2 L Lw Uw U' Rw Uw2 F' 3Uw U' 3Rw' U' L2 Dw2 Bw' 3Fw Fw' Lw2 Fw' Lw' 3Fw Uw2 B' Uw Lw' L' B 3Fw' F' U2 L' U2 3Fw2 Fw' D' B2 Bw' 3Fw' R D Fw L' B' 3Uw B' Rw';2024-08-20 15:31:52;2:50.452
303;2:49.812;;L2 Bw 3Uw F' Rw U' Dw2 F2 3Fw2 3Rw2 Dw2 3Uw2 B' Uw2 3Rw2 U B Dw2 B' 3Rw2 D2 3Fw2 D L' 3Rw2 Rw' Uw2 Bw2 Uw 3Rw2 3Uw F' Fw2 L Uw Bw2 L' 3Fw D Lw L 3Rw Rw' U2 3Uw2 Bw2 F' B 3Rw2 Bw2 L Lw' Bw2 Fw' D R' Fw 3Fw2 3Rw2 L 3Fw2 Fw2 F2 Bw B2 Dw 3Rw2 Uw U2 D Rw' 3Rw2 Lw 3Fw' B' 3Uw Fw Dw' F' Dw';2024-08-20 15:35:52;2:49.812
304;2:36.929;;Fw Rw' L2 D Dw Lw' 3Rw' L Bw2 3Uw' 3Fw' 3Rw D' Fw' Lw' B2 L2 F Uw 3Uw 3Fw2 Rw2 Uw2 Dw' R2 Bw2 3Rw' D' 3Fw2 Bw2 3Uw' Dw B' Rw D Dw' R 3Rw' 3Fw Bw F' U' 3Fw D' Bw2 3Uw' L' Bw' Lw' 3Fw U2 F2 U2 Dw2 Fw 3Rw2 D 3Uw' 3Fw' Uw' B' F2 Uw2 3Fw F' 3Uw2 Lw R2 L Uw' L U 3Fw F L' R' Lw 3Fw Bw Uw2;2024-08-20 15:39:31;2:36.929
