No.;Time;Comment;Scramble;Date;P.1
81;2:36.759;;3Rw D2 Bw' Fw 3Fw' L2 F' Bw2 Fw 3Rw' R' Uw 3Uw' 3Fw Dw' Bw Uw' Rw' F2 Uw 3Rw2 D' 3Uw R 3Uw2 F 3Rw' D L' Lw' R' B R2 Bw2 F Dw' Lw' F' B2 Rw2 U F 3Fw' L' U' L' 3Fw2 Lw' Rw' R2 F' B' Fw' Rw Dw 3Rw2 B2 3Uw' F Lw L2 D Bw' R2 Fw 3Rw' F B Dw2 R B2 Bw2 3Uw' D' Fw' 3Fw' Rw' L2 F' U;2024-08-05 23:35:01;2:36.759
82;3:12.850;;3Uw' Rw' 3Uw2 R' D 3Uw U2 Uw' Fw' Dw' L 3Rw D Lw' B2 D' 3Fw2 Dw2 U2 3Uw2 Lw L Dw' Bw2 3Rw D' Uw' R2 3Rw Uw 3Fw2 L2 U2 3Uw' D' Fw' F2 R2 Uw' 3Fw' Bw' Uw R Uw Rw' Dw2 F Rw' 3Fw F2 L D 3Rw2 3Uw' U' R' D2 B2 Bw Dw' L' Uw Bw2 B D2 3Rw2 Bw Rw' Bw' 3Fw 3Rw' Lw' L F' 3Fw' R Dw U B2 Lw2;2024-08-05 23:39:17;3:12.850
83;2:37.448;;Dw2 D2 3Uw 3Fw' Rw Lw' 3Rw2 R Uw2 3Uw U2 F Dw' 3Fw Uw' Dw' F' Bw' 3Rw R D2 Rw2 3Fw2 Dw' U2 3Uw Uw' D2 L2 R' Fw Bw F Dw2 F 3Rw' Bw Lw2 3Fw Fw' Dw F' D2 3Fw2 B' Fw2 Bw' Dw Rw Uw' 3Uw2 3Rw Dw2 B' 3Fw' Uw2 3Uw2 F2 Rw2 Lw 3Rw D' U Bw2 3Rw' 3Fw2 D 3Fw 3Rw' U2 Bw' F Uw2 Fw2 B2 Uw' R' D' Dw Bw;2024-08-05 23:43:32;2:37.448
84;2:35.001;;Dw2 L' Bw2 U Rw2 Uw 3Uw2 R2 Rw' B2 U' 3Fw2 D' Lw2 B Lw Rw 3Rw2 F2 Uw U D 3Uw2 B' Uw Lw Dw F' R Fw2 3Uw L Lw 3Rw2 Rw2 R 3Fw2 Rw 3Fw2 Bw Fw Rw2 F' Bw2 Lw2 R B2 Bw2 3Uw' Dw' Rw L2 Fw Lw2 Rw' D Bw 3Rw 3Fw' Lw' R2 D' R Lw D' Lw Dw' B 3Fw2 Fw' Rw' Lw 3Uw2 Fw 3Uw' 3Fw2 D2 Fw2 3Fw2 R';2024-08-05 23:47:06;2:35.001
85;2:54.346+;;3Uw 3Rw' 3Fw2 Rw2 Fw2 D F2 Uw' U' 3Rw2 Dw' Lw' Uw Fw2 Rw2 Dw' 3Uw U' Bw L' R' 3Fw2 Lw 3Rw' F Bw2 R L2 3Rw D Lw2 U 3Fw D' Dw' Bw2 Fw' Rw' Uw' B Uw2 3Rw' 3Uw' Bw2 B2 3Rw2 Bw R 3Uw2 D Fw Rw R 3Fw' R Lw U B 3Rw2 Bw' U2 3Fw2 Fw' Rw' Uw' R2 L F Rw Uw 3Fw Lw2 D2 3Fw' L 3Fw' Bw' Lw2 B Bw';2024-08-05 23:50:44;2:52.346
86;2:41.292;;U Rw' 3Rw2 Lw Bw2 3Rw2 D R L2 D2 F2 Fw U' Bw 3Fw Fw2 Uw2 Bw2 3Rw2 R' Uw' Rw2 3Fw' 3Rw' Bw2 Lw' Fw2 L' Rw' B2 Bw 3Rw2 Rw D 3Rw2 Bw Rw U' R' Fw2 Rw2 R2 Dw2 3Fw2 Dw2 L2 Uw2 3Fw B Lw2 R2 Bw' Rw Bw Uw' 3Uw B2 L' 3Uw Uw D2 R' Rw' Bw' Rw2 Fw' B2 3Fw2 R Dw 3Uw' 3Rw Rw' L' Dw2 3Fw B2 D' L' B';2024-08-05 23:55:54;2:41.292
87;3:04.553;;L R2 D2 F R2 F 3Uw2 Dw 3Fw D2 R2 Rw' 3Rw' Bw 3Uw2 D' 3Rw D' Rw' Fw 3Rw 3Uw' L2 3Rw 3Uw Lw' F L Rw F' U' Bw2 B2 D L Fw2 Dw' D 3Uw F2 3Fw U F' 3Rw' Uw2 L2 F B Bw2 3Fw U2 3Uw' L2 Rw2 Dw B' F' 3Fw D' 3Rw 3Fw2 Fw2 Uw F2 D2 Uw2 B' Lw2 B F' Lw' F Bw U 3Rw2 Rw 3Uw' Lw2 U2 Fw;2024-08-05 23:59:29;3:04.553
88;2:54.752;;Fw Lw2 B' Lw' U' 3Rw' Bw' B2 D' Dw2 R Uw R2 3Fw' F' U L D F' Fw' 3Uw F2 3Rw' R2 U2 B' U' R' U' Uw2 3Fw2 3Rw' Dw' Bw' 3Uw' 3Rw2 D Uw' Rw2 L' Bw' F Rw' Fw D2 Lw2 Bw2 Rw' 3Rw U2 3Uw2 L U2 Fw' F2 B' Uw2 Fw Lw2 Rw' Uw' Bw 3Rw Rw2 3Fw' Dw2 L2 F 3Rw2 Lw2 D2 Bw' Fw2 3Fw' Dw2 3Uw' B2 Fw2 Bw2 Uw2;2024-08-06 00:03:35;2:54.752
89;3:05.962;;B' Dw' Lw' L Uw2 R2 Fw' R Lw Fw Bw' D' L' F B U B' 3Fw Fw2 Lw2 3Uw L2 Fw2 L2 Lw' 3Uw2 Dw' Rw' 3Fw 3Uw Rw2 Dw' Fw2 D2 U' B' Fw2 3Rw Dw D Rw Fw' B2 Bw Lw2 3Uw' B' Dw2 3Uw' Bw2 3Fw2 Lw' B2 D2 U' Bw2 Uw' 3Uw B2 Rw' Uw2 Lw 3Fw2 Rw2 F U D2 3Uw2 Lw' Rw' Uw 3Rw2 Dw2 3Uw' F' L' D Uw2 Fw2 Rw';2024-08-06 00:07:32;3:05.962
90;3:02.538;;Rw' R2 3Rw2 Fw2 Dw2 U L' 3Rw' 3Fw 3Rw2 D 3Fw Rw2 B2 Fw 3Fw2 3Uw2 L' Dw2 B' Lw U2 Fw' B Lw2 Uw Rw D2 U' 3Fw 3Uw2 Fw' U2 R' D 3Rw2 Rw' 3Fw2 B2 D F' 3Uw' R Dw B2 3Rw2 D2 Bw R' L2 F2 3Uw L2 F U Rw' R Dw2 F Dw U L2 D B' Lw Rw2 Dw Bw2 Fw' 3Fw' Uw2 Rw' Dw F' Bw2 U Uw L F' D';2024-08-06 14:25:03;3:02.538
91;2:31.869;;Uw2 U' D' Rw' B2 3Fw 3Uw' 3Rw 3Fw Fw Uw' Dw' 3Rw' R' Rw2 Fw2 3Uw2 Uw' Bw Fw' 3Fw' 3Rw2 F2 3Rw 3Uw 3Fw2 B2 L2 Dw2 Lw' 3Uw U' Fw2 Bw2 3Rw2 Dw2 F L' F' Bw2 3Uw' Dw Bw 3Uw' B 3Fw2 F' Lw F R' D' U2 B Lw' F 3Fw' Rw B Fw F2 R2 3Fw L B2 Fw' Lw' R 3Uw Lw Dw' Bw' Fw 3Fw Lw2 3Rw' U 3Rw' Lw Dw2 Uw;2024-08-06 14:29:21;2:31.869
92;2:53.577;;U2 L2 Fw2 B' Bw Rw Fw2 Lw' Bw Fw2 Dw2 U' B D' R Rw B Bw L2 Rw U' Uw2 R' Uw F' L' Dw' 3Fw2 Uw' D 3Uw 3Fw2 Bw Fw2 3Uw R' Lw' F2 U' Fw' Uw Lw' D F' 3Rw2 3Uw' 3Rw2 F2 Rw2 R Lw 3Fw' Fw' R2 L2 B2 Dw' Bw2 3Fw U 3Uw' F' Bw B R Fw Rw' Fw' Lw' D Dw2 Fw' Lw2 F' U2 Bw L' F U Bw2;2024-08-06 15:25:57;2:53.577
93;2:31.622;;Bw2 B' Rw2 B Bw2 Fw R' B R D2 3Fw Fw' Bw2 R Bw2 Dw2 U2 Bw' 3Uw2 Fw' F' Rw2 R2 D Uw2 3Uw Bw' 3Rw2 F2 3Uw2 B2 L B2 Lw' 3Uw2 Uw' Rw Uw' 3Uw2 D Fw' 3Rw' F' R 3Rw B2 D2 3Uw' U' 3Rw Dw U L Fw2 B Dw2 3Fw' Fw2 B' L2 R2 B2 3Rw Dw D2 U' Fw Rw B2 U' 3Fw' Bw2 3Rw Lw Uw2 B2 F' U R2 Bw;2024-08-06 15:29:46;2:31.622
94;2:39.008;;3Uw' Rw2 L' U' Rw' Lw B2 Bw2 L' Dw 3Fw2 B2 D 3Uw' Fw2 B2 Bw2 R D' 3Rw Rw Fw B' Rw' R2 L2 Dw2 Rw B Dw' U R Uw' L' B' 3Rw2 Bw2 3Uw Rw F' Uw2 Rw2 L' B' D' Dw L' Rw U2 3Fw' Uw' B' R2 U' 3Uw' R D 3Uw' Bw' B2 3Fw' Dw2 Uw Lw Uw2 Lw U2 Dw' B2 D' Bw' B2 D 3Uw2 Fw Rw2 Dw' Bw Lw Rw2;2024-08-06 15:33:18;2:39.008
95;3:05.855;;L 3Uw2 3Fw' L' 3Fw2 3Rw' Dw D2 Rw' Lw D' 3Rw R2 Uw2 L2 Dw2 3Rw' Bw' Lw Fw' Lw L' R2 B U' 3Rw2 U' 3Rw2 Lw2 Fw' F' U 3Uw2 3Rw Uw 3Rw Uw' B 3Uw' U' R D2 U2 Fw' Lw' D' Fw' 3Fw 3Rw' F' B2 D2 3Fw 3Rw2 Rw Lw' 3Uw F' Uw' L2 3Fw2 Bw' F2 Fw Rw U2 Rw2 Fw D2 Dw2 Fw' B R Fw R2 F' Lw' Rw' Bw' 3Rw';2024-08-06 15:36:48;3:05.855
96;2:46.707;;Fw' D B2 L Dw' Fw' Uw B Uw2 3Uw2 3Fw' Dw' D2 Rw' D' 3Uw Rw' B R2 Rw2 3Rw Uw' F2 Rw' F' Lw 3Rw' Uw' L' D2 Bw U2 Uw2 Fw L Fw' Lw Rw' B 3Rw2 Uw' L D2 U' 3Uw' Dw 3Rw' F2 Uw2 L2 3Fw' 3Rw Rw2 L' Uw2 Fw2 3Uw 3Fw2 3Rw' Bw Uw' Fw2 Rw' Lw Uw F2 D' Uw 3Fw Fw' 3Rw2 Bw2 B Fw Dw' B' 3Uw Lw2 3Rw Uw;2024-08-06 15:41:02;2:46.707
97;2:44.999;;Rw' L' Bw U R Rw' Fw' 3Rw L2 Fw L 3Uw' B L' Fw Lw2 Uw U2 D2 Dw Bw L' Bw2 L2 Fw R 3Uw2 3Rw' 3Fw2 R 3Uw' 3Rw Dw2 Fw Dw Lw' Bw2 Lw 3Rw' 3Uw2 Fw R' F2 3Rw2 B D Rw Uw2 3Uw Dw' Lw U2 Dw Uw' R' B' Dw D2 L' Uw2 F2 U 3Uw' Lw2 Dw2 D' Lw' L B' Fw' Dw 3Fw2 Dw' R2 3Rw2 F' B Fw2 U2 Uw2;2024-08-06 15:44:40;2:44.999
98;2:44.779;;Rw' U' Uw' F Fw2 B L' Rw' Uw' Fw L Uw' Lw2 Dw2 Rw' Fw Lw R U' Uw2 L2 B2 L2 3Rw' 3Uw 3Fw Fw2 D' 3Rw' Bw2 3Rw2 U2 3Rw2 3Uw' Lw2 U' B2 Fw L 3Fw' Lw 3Rw' L2 Dw2 Uw2 U Fw Uw2 Dw2 L2 3Fw 3Uw' 3Fw2 3Uw' L2 3Rw' U2 F Lw' Dw L 3Uw Lw2 Uw Bw' Lw2 Dw D Rw 3Rw2 Bw D' Dw' R' Rw Bw' Uw' 3Uw F' Dw;2024-08-06 15:48:16;2:44.779
99;2:55.912;;R Uw' D Lw2 B' Rw2 B2 Rw F2 B2 Dw' U' 3Fw Dw Fw2 3Rw2 Rw' U2 Dw' Uw 3Rw F R2 Rw' L' F L2 B' U Lw' 3Rw L' Dw' Fw2 3Rw2 Lw' L2 U Lw2 3Uw2 L Dw 3Fw2 R Dw Uw D Bw' Dw2 F' Dw2 Bw Uw' B Dw' 3Fw R2 3Uw' F' 3Fw' Lw2 Fw' 3Uw2 Uw2 B2 Rw2 Bw' 3Uw2 L Uw2 D' R Rw Fw 3Rw' Uw' L' 3Rw2 3Fw B';2024-08-06 15:53:05;2:55.912
100;2:50.056;;Fw' 3Fw Dw' 3Rw2 Rw2 F R' Rw 3Rw2 B' Uw B' F2 L 3Rw' Dw' B 3Rw2 Bw 3Uw' Uw' Dw2 3Fw' Dw L' Lw F' 3Uw2 Dw Bw' 3Fw2 Lw2 R L' F' 3Uw U F' R D2 F' 3Fw' Dw' B' Rw 3Rw2 3Fw 3Rw' Fw Dw R' Fw2 3Fw' B L F2 Lw2 R' 3Rw F' 3Uw' D' U Lw2 3Uw2 Rw' 3Fw Bw' L2 R' 3Uw R' L B' 3Uw2 Uw2 U' B' U Uw;2024-08-06 15:56:58;2:50.056
101;3:02.197;;Uw2 3Uw' B2 R2 Bw' Fw Rw2 Fw Dw' B2 3Rw B 3Rw2 Dw' Rw2 Bw' L R' 3Rw' Fw' Rw R' B2 U2 3Rw' U2 L 3Rw F' Dw Fw' D Fw L' R 3Fw' Fw' Dw D2 U Lw' D Bw' D' Bw Dw R B2 Fw D2 Fw2 B Uw2 3Fw2 R' Rw' Dw' Lw Fw' 3Uw B' Fw' 3Fw 3Uw' Lw2 3Rw' Fw' Dw D2 L' B' 3Fw 3Rw' 3Uw 3Fw R' Uw U 3Fw2 3Uw;2024-08-09 09:37:12;3:02.197
102;3:06.166;;3Uw' Rw Fw R Uw2 3Fw Rw' Fw2 R2 Fw Uw2 U2 3Uw2 Fw 3Fw Rw L2 U 3Fw Dw F' Lw2 3Uw Dw2 U2 3Fw' R2 B L' Fw' L D R' B' L2 D' 3Rw2 Dw2 Rw' Bw2 Lw' L B2 L' 3Fw Uw 3Fw2 Uw' Fw2 Bw' F2 U Dw' B' 3Rw2 D2 R Rw' 3Fw2 B2 Lw Bw U' L' Fw Lw2 3Rw Rw D2 3Uw2 L' U' F2 R' 3Fw' Rw2 R2 Fw' Rw' Fw;2024-08-09 09:41:30;3:06.166
103;2:57.650;;Fw F' R' Dw2 Bw Rw B D' B' D' Rw B' D2 Fw Bw' B Lw2 B Rw2 3Uw' 3Fw B' F Bw2 L' Uw2 3Rw' Dw B L Dw2 Uw F' Fw' Dw L Bw2 Uw' Rw' 3Fw2 Uw' Fw2 3Fw2 D2 Uw' U 3Uw L U2 3Fw 3Uw2 3Fw Dw2 Lw Rw2 3Rw' Dw' Lw' 3Uw' Lw Uw' 3Rw 3Fw Lw F2 R Rw' 3Uw R Rw 3Rw Fw' 3Fw2 B' R2 Rw 3Uw B Dw' Bw';2024-08-09 09:45:24;2:57.650
104;2:43.938;;Rw2 Dw' B F R' B' Rw' 3Fw' Fw2 3Rw2 L' Bw 3Fw2 Uw2 Rw' Fw' Dw2 Uw2 Rw2 L2 B' Uw2 R' D2 Dw Fw2 Bw2 L2 Dw Fw2 3Fw2 D2 F' 3Rw U Fw' 3Rw' B2 Bw2 3Fw2 R2 U B2 Dw Fw' Rw 3Rw' F' Dw B2 3Uw2 F R' Bw' D2 B2 Bw' Uw D 3Fw2 R' 3Fw Rw' F' Rw2 3Fw2 D' Lw' 3Rw 3Fw Fw2 Bw2 Dw2 F' Rw' 3Rw D2 Bw' Fw F;2024-08-09 15:03:10;2:43.938
105;2:34.189;;B2 R' F' Rw U 3Uw2 D 3Fw' Rw2 Fw Bw' F Uw' U2 3Fw' 3Rw2 3Fw 3Rw2 L2 R' Bw F U' Lw 3Fw Bw' Dw' B' D 3Fw' 3Uw U2 F2 Lw 3Rw D' U Fw2 Bw D2 Bw 3Fw' U D2 Bw' U' F Lw2 Uw Rw2 U' B2 3Uw 3Fw Uw2 3Rw' Rw Uw' 3Fw' 3Uw' Uw2 Rw Uw' 3Rw U' Fw Uw R 3Uw2 Lw' Dw' D 3Rw R2 F Rw 3Rw' Lw Bw B2;2024-08-09 15:06:54;2:34.189
106;2:29.424;;3Rw' D 3Uw' Uw L' 3Uw' Rw' B2 D' 3Rw2 Uw B2 3Rw2 Dw U L' F' Lw D2 Dw2 Fw R' Fw Rw R 3Fw' D Fw U' Dw2 F' L' 3Fw Bw' L2 Fw2 Bw L2 U2 3Uw' Fw' L D' Dw2 R Lw' U D Lw R' B2 L' Lw2 U R U' B F2 Lw' D U R2 Fw2 F2 L Bw2 D B' Bw 3Uw' Rw Bw2 B Rw2 L' Lw B Uw' 3Rw2 Lw';2024-08-09 15:10:25;2:29.424
107;2:27.212;;L' Bw' Rw Lw B' Lw B 3Fw U D 3Uw2 3Fw F2 Rw D R' Rw Lw2 Dw2 R B' F Bw' 3Uw Uw U B' U' Rw2 U' Bw B2 L 3Uw2 D2 R' 3Rw U R U' L' Fw U2 3Uw2 Uw2 3Rw' Bw 3Rw Fw2 Rw2 Uw2 U2 Dw2 3Fw L' Bw' 3Uw L2 Fw' Uw2 Fw Lw2 R' Uw2 3Fw Lw 3Uw D' R2 Uw' Dw' Rw' F D2 R Dw U' Bw 3Uw' L';2024-08-09 16:35:58;2:27.212
108;2:53.796;;B' L' 3Uw Bw Lw Uw2 R' 3Fw' Bw2 D2 3Uw' Lw' Rw' F D' L2 F' R 3Rw2 F B' 3Fw R2 Uw' Rw' R F2 L Dw D2 Lw' Uw2 Rw' U L2 Dw2 Uw L' F L' D L2 R' Bw2 Rw 3Rw U B2 Uw2 R Lw2 D2 F2 D2 R2 Dw2 Rw2 U' Rw B' Dw2 Fw' D2 U2 B Fw Bw Uw2 Lw2 3Rw 3Uw' B2 D2 B Uw 3Rw B2 Uw2 Rw F;2024-08-09 16:39:13;2:53.796
109;3:12.995;;3Fw Lw' Dw Bw2 F Uw' Lw2 L2 B' L2 Uw' Lw2 Dw' Bw 3Uw 3Fw Lw U' L 3Rw 3Uw2 L D 3Rw D 3Fw2 Dw2 3Uw D Uw2 B U2 3Fw D F2 U Dw2 Bw' 3Uw' Dw' Bw' 3Uw Fw Rw2 Dw' R' B' Lw2 3Rw U2 Dw' 3Fw2 B2 U' L2 Bw' Lw F' Uw' 3Rw' R' 3Fw Dw2 3Fw2 B2 Lw' 3Fw2 R Fw' Bw' Dw L' U R2 F 3Fw Rw2 F2 Lw 3Uw';2024-08-09 16:43:02;3:12.995
110;2:42.836;;Rw' R2 3Fw' Dw R 3Uw 3Fw' F2 Lw' 3Rw L' Bw2 Fw2 3Rw' R Fw' 3Rw F2 Dw Bw2 Fw2 B U F2 3Rw2 Fw2 Uw F U L F' U 3Fw2 Fw2 3Rw 3Fw Rw Dw B Dw' 3Fw Dw' Uw2 U' 3Rw Dw2 3Uw' 3Rw' Dw' 3Fw2 Fw F2 R 3Rw2 Uw B' Bw' L 3Fw2 3Uw Dw' Fw2 Uw' Bw2 F' 3Uw2 Fw2 Bw' R2 3Fw2 Rw Bw Uw2 Fw2 Uw2 Lw L Uw2 3Fw B';2024-08-09 20:49:35;2:42.836
111;2:51.326;;Bw' Fw' F 3Fw Rw D2 R2 F' 3Uw' Bw U Lw2 R2 U B' Rw2 Lw' L Uw2 Fw2 Rw2 R L' 3Fw' Fw 3Uw Uw2 Fw' U2 3Fw' Uw' F D' Rw Bw Uw 3Uw' F' Fw Lw U2 R2 L 3Uw2 F' D' L2 Bw B' 3Uw U2 Rw2 R' Bw F2 R Uw' B2 U2 3Rw2 F2 3Rw2 F 3Fw' Lw 3Rw2 Bw2 R2 D Fw Lw D' Rw Lw B2 Rw R L Bw2 U2;2024-08-09 20:53:13;2:51.326
112;2:40.584;;F D' Lw Uw2 D' R' Bw' R' L2 D U' Fw D Rw U' F2 U Fw2 F2 3Uw2 F' Fw' B2 D' 3Uw2 R' Rw' 3Fw 3Uw' U Rw' D' R B Rw' 3Rw' 3Fw Fw' R Rw' U2 Fw2 L 3Uw2 3Rw2 Bw R Fw Bw 3Fw B' R2 D2 R' D' Bw' 3Fw' D2 Uw 3Rw' D F Fw' Bw Uw2 Bw D2 3Uw2 Bw' U2 Bw B' Uw2 3Uw2 U L' 3Uw2 B' 3Fw2 F;2024-08-09 20:57:33;2:40.584
113;2:41.926;;Uw2 3Rw' Bw L' Bw' 3Rw2 L2 F' B' 3Fw2 Fw' 3Uw2 3Fw L' Rw2 3Rw2 3Fw L2 3Rw U D Uw2 Bw2 3Rw F2 B2 U2 D2 B Rw2 R' Bw' F2 Uw' Fw2 3Fw Bw Rw 3Fw U' L2 Lw B D' Dw Rw U' F 3Rw' F2 Fw' 3Uw Fw2 Bw Lw U2 3Rw Uw B' D L Lw' Fw' Rw2 D R 3Rw2 3Uw' Rw 3Rw2 B L Fw' Bw B2 F Uw2 Fw' Bw2 Lw';2024-08-09 21:01:07;2:41.926
114;2:40.025;;D 3Rw' 3Fw' 3Rw2 Dw2 R Lw2 Bw2 Dw 3Rw2 R2 Dw' Lw Uw R' 3Rw' 3Uw R2 3Fw' Dw 3Rw B' 3Uw' 3Rw' B2 F Uw F2 Fw2 3Fw' 3Uw Uw Bw' B Fw F2 R L D2 B2 3Fw' U Uw' 3Rw2 F' Uw U' D2 Lw' Uw Fw' Lw U L2 B R' 3Fw2 3Uw' L' Fw2 3Uw2 L' D2 Rw2 3Fw2 Fw B Lw 3Rw2 Rw2 R2 Fw' U2 Uw D B2 Uw2 R2 F Lw2;2024-08-09 21:04:39;2:40.025
115;2:44.905+;;Uw Bw R 3Fw Dw' B Bw2 Lw 3Fw' 3Rw' F Lw' Uw2 L U' B' 3Rw2 F Dw2 Lw2 3Fw R B' Uw' B2 D2 3Fw' L' F Uw 3Rw2 D Fw' Bw' F 3Uw 3Rw R Lw' Dw' 3Rw' L B2 F 3Fw Uw' Bw' Rw' Lw2 D' Uw2 R' L D2 3Fw B R L 3Fw' Rw2 Fw' 3Fw2 R2 B Fw' 3Fw' U2 B2 3Fw Lw2 3Fw2 L2 R Fw2 Dw' Rw2 Fw' 3Fw' R2 Lw';2024-08-09 21:56:27;2:42.905
116;2:54.758;;Dw2 R2 B' Fw' U Uw Bw' F' 3Rw 3Fw' Dw' D Lw' F2 3Rw Rw2 L 3Fw' U Rw2 Dw Uw2 F Rw 3Uw Bw Rw U' Uw2 3Rw2 Bw2 3Rw F' Bw Dw' Uw Rw Bw B F' Uw2 Rw' Uw' 3Fw' Uw' R Lw U' Uw2 L2 3Rw' Fw2 Rw2 U' D Fw' Lw' 3Uw D Dw R2 Bw R' Bw2 U' Uw 3Uw Fw 3Uw F2 3Uw' Bw' R 3Rw2 Uw' Fw2 Bw' U Bw 3Fw2;2024-08-09 22:00:33;2:54.758
117;2:31.464;;Uw' Bw Lw' Rw2 Dw B2 Lw 3Uw Uw Lw' F' L2 Rw Uw2 L' 3Rw Rw 3Fw Bw' L2 Lw2 Bw D' Uw2 B' 3Uw2 3Rw2 D2 Fw' Dw B2 Lw' F L' R F' D' B L2 3Uw Lw' Fw' R2 D2 Dw' Fw 3Uw 3Rw B F 3Uw2 Bw2 Fw D 3Rw' Lw' Uw 3Uw Dw2 D2 3Fw2 F' Uw' 3Fw2 Uw' Bw' 3Fw Rw B' Lw Uw2 Bw2 B2 R' Dw' L2 Dw' R Dw' D2;2024-08-09 22:04:34;2:31.464
118;3:13.729;;Rw D2 3Rw2 3Fw2 F' Fw Lw' L Rw B' Bw2 R2 U2 Bw' 3Rw R U2 L' D' Bw2 Dw' Lw Bw L' Lw' 3Fw D' Rw' Bw2 Fw' F' Uw D 3Fw2 Bw Rw' U' L2 Fw Uw' 3Uw' Lw' 3Rw' D F2 3Fw' Bw' 3Rw2 Fw 3Rw2 Bw' Rw2 B' Rw B2 Bw2 Lw' Dw D L2 Fw2 Bw U F R D' 3Fw D Uw' L2 R2 3Rw' F' U2 D' F' R' Bw2 3Rw R;2024-08-09 22:08:30;3:13.729
119;3:38.820;;L B 3Uw 3Rw2 L U' F 3Rw2 Lw' F2 Fw2 U' Rw2 Dw2 B2 Bw2 R 3Fw 3Uw' F 3Uw' Bw2 Fw2 L2 Dw' L Rw 3Rw' Bw2 F Rw2 B2 3Uw2 3Fw' 3Uw' 3Fw' Fw2 3Rw' 3Uw' Bw2 R L2 Bw D2 R L 3Uw2 Rw R' U' Rw' Fw' L2 3Fw2 R' 3Uw2 Rw B2 D B2 3Fw' Uw2 Lw 3Rw F' 3Fw U' 3Uw' Uw' Lw' R2 3Uw' Lw L' Fw' R2 Rw' Dw2 Lw F2;2024-08-09 22:12:55;3:38.820
120;2:42.867;;D Bw 3Uw' B2 3Rw Lw F' B Bw' Rw R' D Rw' Fw' L' F' L2 Dw' 3Uw L D2 Bw' R2 U L' U F2 Lw D2 L2 F2 B' Bw L2 F' 3Uw2 Bw2 D2 Rw2 D 3Fw' Lw2 3Rw 3Fw Dw2 Fw' 3Fw' Rw2 3Fw 3Rw' B2 Dw' R' Uw2 B' 3Uw2 Bw B' 3Uw Bw2 3Uw2 L' U2 Rw' Dw2 3Uw2 F' R2 Bw2 Fw U2 Fw 3Fw2 Uw Fw 3Fw' Lw2 D 3Fw' Fw;2024-08-09 22:17:41;2:42.867
121;2:45.693;;Lw2 D Uw2 Rw2 L B 3Uw Dw Fw2 Rw' B' Uw2 Rw Fw F' L2 Bw Fw' B2 L' U F' Rw R 3Fw Dw L 3Rw2 D2 Bw2 R2 3Rw' Lw' 3Fw2 D' R Lw' 3Rw Bw L Bw R' D2 Rw' Dw F' 3Fw' U2 3Rw B2 R 3Fw Lw 3Uw D 3Fw Bw U2 Lw2 D2 F2 R' U2 Uw' F2 Uw Lw' Rw' D2 Lw' Uw' R 3Fw R Uw2 Lw' 3Uw Bw2 L' Bw;2024-08-09 22:22:02;2:45.693
122;2:44.245;;Uw Dw' B 3Uw' 3Rw Bw' L2 B D 3Rw2 L2 B 3Fw2 D' Uw2 L' 3Fw B' 3Uw2 F2 B2 U2 R' Bw2 U' Bw' Lw' D' 3Rw Lw2 Bw' 3Uw' Uw' U' F Dw' Lw' B2 U D Fw' L2 B' Rw Dw2 Lw2 L2 F' D' Rw L Dw2 R Lw' 3Uw Uw2 Bw' Dw' Bw F Fw U F2 Fw2 D B2 Uw' Fw2 D' 3Fw' Uw D 3Uw' Rw2 Bw2 Rw 3Fw' Bw F Uw2;2024-08-09 22:25:48;2:44.245
123;2:59.346;;Fw2 F2 U D2 Uw Rw2 L2 3Rw R F' Rw' Uw R' 3Uw Lw' Uw2 Lw' L2 Uw2 3Rw2 U2 Lw' Bw Fw Lw Bw' Rw2 B2 3Fw2 Fw2 U' D Rw2 Dw L2 Dw D2 Uw2 Bw L R' Uw 3Rw2 3Uw 3Fw Uw2 3Rw' F' Fw' Rw' Bw' Rw L 3Rw' U' L' D Rw' Lw2 U' B2 3Rw2 Lw Fw2 Rw2 Dw R2 U2 3Fw' 3Uw Rw' R U2 Dw Rw2 Dw2 F2 D' L Fw2;2024-08-09 22:38:41;2:59.346
124;2:55.387;;3Fw' 3Rw Dw' L' Rw2 Dw2 3Uw2 Bw2 Uw' B' Uw U2 F Bw D2 Fw' 3Rw Lw2 Rw R B' Lw' Rw' 3Fw R2 3Rw U' Lw Bw' 3Rw B Bw2 Dw' L B F Fw2 3Rw' D' B 3Uw U 3Rw Dw2 D' 3Rw2 Rw F 3Fw2 L' F Uw' L Bw' 3Fw2 Fw D R D 3Rw Rw2 Bw' Lw' F' Rw L B' U' Dw 3Uw2 Rw' D' 3Uw' F2 Rw2 3Rw2 Uw R' 3Fw2 Bw2;2024-08-09 22:42:39;2:55.387
125;2:31.411;;U' Bw Dw F 3Rw' 3Fw U2 Lw' 3Rw2 U 3Fw' D2 3Rw2 Fw2 F B2 3Uw2 Rw' F' Rw Fw2 3Fw2 Dw' R2 U' R2 Fw Uw U2 3Rw' Uw2 B2 R2 F' Dw' B Uw U' Bw2 Fw2 Dw2 Uw2 3Fw B2 Rw' Fw Bw' 3Fw 3Rw2 Lw2 F D2 B2 3Rw' Lw2 Bw' B U L Fw2 Dw2 D' 3Rw L' Uw2 R U Fw' D L' Bw2 3Fw2 F2 Rw' B' 3Rw2 Rw' B2 Fw2 3Rw2;2024-08-09 22:46:58;2:31.411
